FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI,geometry
REC SITES,4/18/2020,120229,Yackandandah Creek 3,-36.337978,146.806786,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.7km to the two site access tracks to your right.",,,OVENS,Yackandandah Creek 3,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A large camping area split in two with easy vehicle and tent based camping sites. The site has good access to the Yackandandah Creek and is conveniently located opposite the Trail bike unloading area.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122144,122145,122146,4/18/2020,-36.337978,146.806786,,,554087-20171207,POINT (146.806786 -36.33797799999996)
REC SITES,4/18/2020,120234,Yackandandah Creek 8,-36.340284,146.819539,BASIC,,NONE,"From the Myrtleford-Yackandandah Rd on the edge of Yackandandah, head south on Back Creek Rd for 1.1km to Kirby Flat Rd. Follow Kirby Flat Rd for 1.1km to Moyle Rd. Take Moyle Rd for 600m to No.1 Rd. Head west on No.1 Rd for approx. 1km to the access tra",,,OVENS,Yackandandah Creek 8,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A rough camping area split by the creek with remnants of old mining and sluicing around the site,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,122156,122157,122158,4/18/2020,-36.340284,146.819539,,,554090-20171207,POINT (146.8195390000001 -36.340284)
REC SITES,4/18/2020,120236,Yackandandah Creek 9,-36.342415,146.822747,BASIC,,NONE,"From the Myrtleford-Yackandandah Rd on the edge of Yackandandah, head south on Back Creek Rd for 1.1km to Kirby Flat Rd. Follow Kirby Flat Rd for 1.1km to Moyle Rd. Take Moyle Rd for 600m to No.1 Rd. Head west on No.1 Rd for approx. 550m to Kohns Spur Tk",,,OVENS,Yackandandah Creek 9,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A medium sized shady site with two distinct areas by the banks of the creek. Quiet and isolated from the road above.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,,,122159,122160,122161,4/18/2020,-36.342415,146.822747,,,554091-20171207,POINT (146.822747 -36.34241499999996)
REC SITES,4/18/2020,120241,Yackandandah Creek 6,-36.346893,146.801238,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 2.4km to No. 1 Link Rd. Head south on No.1 Link Rd for approx. 350m t",,,OVENS,Yackandandah Creek 6,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,A medium sized sloping campsite located on the edge of the road with good vehicle access. Often used as a turnaround and drop off for horse floats.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,122150,122151,122152,4/18/2020,-36.346893,146.801238,,,554092-20171207,POINT (146.801238 -36.34689299999997)
REC SITES,4/18/2020,120262,Lightning Creek,-36.6608168,147.4329784,HIGH,,NONE,"Located approx 85 kms from Omeo township and approx 22 kms from Mitta Mitta township on the sealed Omeo Highway  C543. Access to this site is 2WD all weather conditions.
",,,MITTA VALLEY,Lightning Creek,WC,UeY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,2,Y,,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Lightning Creek provides a range of picnicking options including a secluded rotunda on the banks of the pure lightning creek, designated picnic areas and endless private grassy areas  suited to large and small groups.  A perfect stop for lunch or a well",1,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,122186,122187,122188,4/18/2020,-36.6608168,147.4329784,,,554098-20190907,POINT (147.432978404 -36.66081679899997)
REC SITES,4/18/2020,120350,Ohagens,-36.53782254,147.8297791,MID,,NONE,"Travel South from Corrong along the Benambra-Corryong road for approximately 52km, then, turn left onto Wheelers Creek Rd from Benambra-Corryong Road. Travel approx 7.5kms to reach campsite. 2WD dry weather only & 4WD all weather access.
",,,CORRYONG,Ohagens,WC,U,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,2,Y,,SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"A great place to stop for a bite to eat and a rest, there are sites suitable for rolling out a picnic rug, or use the on site picnic table.",1,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,122198,122199,122200,4/18/2020,-36.53782254,147.8297791,,,554100-20190907,POINT (147.829779144 -36.537822543)
REC SITES,4/18/2020,120351,Wheelers Creek,-36.54675232,147.877089,HIGH,,NONE,"Travel South from Corryong along the Benambra-Corryong road for approximately 52km, then, turn left onto Wheelers Creek Rd from Benambra-Corryong Road. Travel approx 16kms to reach Wheelers Creek Hut.  Access is 2WD dry weather only & 4WD all weather.
",,,CORRYONG,Wheelers Creek,WC,UY,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,2,Y,,SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Take a day trip to Wheelers Creek Hut and enjoy the beautiful surrounds while you explore the Hut and cook a BBQ lunch.  Be aware, you'll want to stay!
",1,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,,,122222,122223,122224,4/18/2020,-36.54675232,147.877089,,,554101-20190907,POINT (147.8770889770001 -36.54675232299996)
REC SITES,4/18/2020,120357,Pinnibar Gibsons Hut,-36.5204578,147.9502703,MID,,NONE,"Pinnibar-Gibsons Hut is located 35kms along Dunstans Road from its intersection with the Benambra-Corryong Road. Access is 4WD all weather conditions. NOTE: seasonal road closures exist adjacent to the site, which may limit 4WDing opportunities during th",,,CORRYONG,Pinnibar Gibsons Hut,WC,UY,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,1,Y,,SMALL CARAVAN,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,122204,122205,122206,4/18/2020,-36.5204578,147.9502703,,,554104-20190907,POINT (147.95027025 -36.52045779499997)
REC SITES,4/18/2020,120359,Bullocky Creek Campsite,-36.352022,147.922887,BASIC,,NONE,Bullocky Creek Campsite is located approximately 24kms from Corryong. Travel south along Thowgla Road from Corryong for 16km before turning left just over the bridge at the Nariel Gap intersection. Travel a further 4kms to where the road becomes Walkers,,"Located on the banks of the Thougla Creek, the soothing sounds of running water, and wildlife ensure a relaxing visit.  Offering both day visitor and overnight camping options with toilet, picnic, and BBQ facilities, this is the perfect place to pull in",CORRYONG,Bullocky Creek Campsite,WU,,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,"This site is easily accessed from Corryong, yet still offers an isolated feel. Sites are suitable for tents only.",1,,,,0,,,0,,,0,Y,"The Thougla Creek offers some fine trout fishing, fish from the Bullocky Creek campsite or use the site as a base to fish elsewhere.",2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122171,122172,122173,4/18/2020,-36.352022,147.922887,,,554105-20180810,POINT (147.9228870000001 -36.35202199999998)
REC SITES,4/18/2020,120364,Grays,-36.33453996,147.9161984,MID,,NONE,Grays Campsite is located approx 20kms from the township of Corryong. Travel down Thowgla Road from Corryong for 16km before turning left just past the bridge at Nariel Gap Rd intersection. Travel approximately 4kms further until you reach Grays Campsite,,,CORRYONG,Grays,WC,UY,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,1,Y,,SMALL CARAVAN,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,2,,,,122183,122184,122185,4/18/2020,-36.33453996,147.9161984,,,554106-20190907,POINT (147.91619843 -36.33453995999997)
REC SITES,4/18/2020,120368,Dart River,-36.47983581,147.7780832,BASIC,,NONE,"Dart River campsite is located approx 2.6kms along Gibb Range Road from the intersection with Benambra-Corryong Road.  Traveling along Benambra-Corryong Road (C545b), approximately 75 kms from Benambra and 46kms from Corryong turn west and stay to the le",,,CORRYONG,Dart River,W,U,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,122177,122178,122179,4/18/2020,-36.47983581,147.7780832,,,554108-20190907,POINT (147.7780832440001 -36.47983580899995)
REC SITES,4/18/2020,120369,Bullocky,-36.35162628,147.9234296,BASIC,,NONE,,,,CORRYONG,Bullocky,WC,oUY,Y,FULL CLOSURE,This site has been impacted by bushfire and is currently closed to visitors.,2/19/2020,6/1/2020,FIRE,Y,,1,Y,,SMALL CARAVAN,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,122171,122172,122173,4/18/2020,-36.35162628,147.9234296,,,2313714-20190907,POINT (147.923429564 -36.351626275)
REC SITES,4/18/2020,120523,Raids Inlet,-37.11341301,145.9097159,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 19.5Km",,"Nestled in one of lake Eildons many inlets this spot is highly popular during the warmer months. This site is sheltered by large canopy trees and suitable for larger groups. 
This area is used for several recreational activities, including: fishing, fou",MANSFIELD,Raids Inlet,WCUP,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"This area is located in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.",1,Y,"This site can be accessed by caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,4,,,0,,,0,Y,With the site being in one of the many inlets along the Delatite arm this is a popular area for fishing. Deep water trolling can be done if heading out on the water for the day and you may just catch that elusive Murray Cod. In the inlet it is recommende,3,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,2,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122534,122535,122536,4/18/2020,-37.11341301,145.9097159,,,2289816-20190404,POINT (145.909715851 -37.113413014)
REC SITES,4/18/2020,4607,Carters Mill Camping Area,-37.103282,146.366977,BASIC,,PARTIAL,"From Mansfield follow the Mt. Buller Road to Sawmill Settlement, turn left onto Carters Road.",,"This area is full of history, the site is set at the original location of the Carter & Co. sawmill, built in 1937 to mill timber from the surrounding forest. In these days timber was transported to the mill using a single line of 5 horses along a timber",MANSFIELD,Carters Mill Camping Area,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"The picturesque reserve is on the banks of the Delatite River and is perfect for camping and enjoying the outdoors. The site is surrounded by native forests that offer ample shade in the summer. This site is tranquil, with only the sound of chirping bird",2,Y,"Due to the slight slope of the site unfortunately it is not suited to large campervans, it is suitable for small vans and camper trailers.",SMALL CARAVAN,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,121475,121476,121477,4/18/2020,-37.103282,146.366977,,,532095-20181023,POINT (146.366977 -37.10328199999998)
REC SITES,4/18/2020,4689,Running Creek,-37.23701032,146.230532,BASIC,,NONE,"Follow the Mount Buller Road from Mansfield towards
Merrijig for 4km. Turn right at the sign to Jamieson and travel for about 26km. Turn left at the Howqua River Road immediately after the Howqua River. After approximately 10km on gravel road you will r",,"Surround yourself with Narrow Leaved Peppermint, Blue Gum, Manna Gum and Stringybark species whilst enjoying your stay here. Placed on the banks of the Howqua river there are ample activities you can undertake whilst enjoying your stay including: bushwal",MANSFIELD,Running Creek,WCU,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Camping is broken up into 3 sections separated by the Howqua River. The first section is accessible via 2WD and doesnt require a water crossing, the second campsite requires a river crossing and the third campsite requires two river crossings. 
If campi",4,Y,The first campsite is accessible for medium and large vans with large areas to back and turn around Vans. The second and third campsites require a river crossing and therefore only experienced drivers with four-wheel drive vehicles and appropriate camper,,6,,,0,,,0,Y,"The Howqua River is excellent for fishing, with the main species caught being the Rainbow and Brown Trout. You could take a short stroll down the river bank via the Howqua river walk and find yourself in a secluded fishing spot with the river all to your",7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,121622,121623,121624,4/18/2020,-37.23701032,146.230532,,,532108-20190404,POINT (146.2305320310001 -37.23701031499996)
REC SITES,4/18/2020,5300,Toorongo Falls Site Two,-37.852389,146.041819,BASIC,,NONE,Head east from Noojee on the Mount Baw Baw Tourist Road for approximately 2km and take a left turn into Toorongo Valley Road.  The site is accessed about 10km along this well-formed gravel road via the Toorongo Falls Campsite One.,,"A large, grassy and open spot on the banks of the Toorongo River, sitting against a great green backdrop of tall forest trees. Camping and picnicking opportunities feature.  Access is via Toorongo Falls Site One.",NOOJEE,Toorongo Falls Site Two,W,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/24/2020,12/1/2020,,Y,"An expansive place to camp next to the calm, shallow waters of the Toorongo River.  Just a short walk (along the river) away from the start of the spectacular Toorongo Falls walk.  This site is flatter than Toorongo Falls Site One, perfect for small cara",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"A lovely green grassy spot to camp for a quiet weekend away, ideally in the drier months.  The site features scattered boulders and open fire pits, close to the river and basic toilet facilities.",2,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,120761,120762,120763,4/18/2020,-37.852389,146.041819,,,565107-20191221,POINT (146.041819 -37.85238899999996)
REC SITES,4/18/2020,5338,Gaffneys Creek Reserve,-37.47842,146.1923204,BASIC,,NONE,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point for 38KM before turning left into the campsite.,,"The landscape of the Upper Goulburn River, with its ranges, deep gullies and thick forest would have been difficult to traverse. However, when gold was found at Gaffneys Creek in 1859 the adventurous overcame the challenges and began to open up the Upper",MANSFIELD,Gaffneys Creek Reserve,WCE,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Surround yourself with steep mountains and loads of history, this campground used to be an old cricket ground for the small town of Gaffneys Creek. The area is small but popular with visitors and locals alike, little shade means it is perfect for camping",1,Y,This site is great for those with caravans and camper trailers with plenty of room to trn around and back your vehicle and trailer.,CAMPER TRAILER,4,,,0,Y,"Gaffneys Creek was the first known location of gold in the Upper Goulburn Valley, first discovered in 1859 by Terance Gaffney, by 1861 the town was growing with those seeking gold in the surrounding creeks. Reef mining quickly overtook alluvial mining in",3,,,0,,,0,,,0,,,0,,,0,Y,A perfect spot to stop and have a break or picnic whilst touring the four-wheel driving and historic touring country of the Upper Goulburn State Forest.,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,121517,121518,121519,4/18/2020,-37.47842,146.1923204,,,532121-20190404,POINT (146.192320398 -37.478420003)
REC SITES,4/18/2020,5354,Twelve Mile,-37.38516381,146.2282755,BASIC,,NONE,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point until left turn into camp area at 12 mile Camping sign.,,"Surround yourself with history along the trial of the goldrush in the Upper Goulburn Valley, you will be surrounded by old mining towns, mines and historic relics. You will be staying under tall eucalypt species and be able to undertake several activitie",MANSFIELD,Twelve Mile,WCUP,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Camping along the upper stretches of the Goulburn river is perfect all year round. This site offers a large expanse of large, open grassy areas perfect for medium and large groups of campers",1,Y,This is a medium sized campground offering ample room to move and back you camper van or trailer in. In the summer this site can be popular for caravan users.,CAMPER TRAILER,2,,,0,,,0,Y,"There are several modes of fishing you can undertake during your stay at Tunnel bend, why not try your hand at fly fishing, fish from the bank or put your canoe in and fish from there. The upper reaches of the Goulburn river are perfect for trout fishing",4,,,0,,,0,,,0,Y,Throughout the Spring and early Summer season this area is perfect for kayakers and canoers with ample water in the river system you could take a leisurely float downstream.,3,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,121688,121689,121690,4/18/2020,-37.38516381,146.2282755,,,532126-20190405,POINT (146.2282754820001 -37.38516381299996)
REC SITES,4/18/2020,5555,Poplars Reserve,-37.821539,145.993916,BASIC,,NONE,"Head north out of Noojee on the Loch Valley Road for approximately 8km, where you will find the sign-posted campground on the left a few hundred metres after the bitumen road turns to gravel.  Easy 2WD access.",,"An expansive, grassy site alongside the picturesque Loch River, dotted with well-established Poplar trees.  Only 10 minutes from Noojee, the Poplars Reserve is suited to campervanning, camping and picnicking.",NOOJEE,Poplars Reserve,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/24/2020,12/1/2020,,Y,"Camping is available on lovely, flat and open grassed areas, with this site ideal for hosting multiple or large groups.  Choose between bushier sites close to river or the fenced poplar lawns. Two well-maintained toilets are provided.  A very popular sit",1,Y,"There is good access to the un-fenced parts of the Poplars Reserve for small caravans or campervans.  Ample open fire pits are provided throughout the site as well as limited wood fired BBQs, with toilets a short walk away.  There is easy access to the L",CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A nice spot to stop for a picnic during a drive up the Loch Valley or when exploring the local surrounds.  A small number of tables are provided.  The Poplars Reserve is popular for overnight visitors so expect company at peak times and on weekends.,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,1,,120734,120735,120736,4/18/2020,-37.821539,145.993916,,,565111-20180216,POINT (145.993916 -37.82153899999997)
REC SITES,4/18/2020,5719,Merrington'S Camping Area,-37.761217,146.400156,BASIC,,NONE,"From Erica travel north along the Moe-Rawson Rd continuing into Thompson Valley Rd.  Continue following the bitumen into Thomson Dam Access Rd, turning left into Walhalla Rd at the gravel road intersection. Turn right into Merringtons Tk, and follow sign",,,ERICA,Merrington'S Camping Area,W,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/24/2020,12/1/2020,,Y,"Merrington's is a large, open, grassy camp ground by the Aberfeldy River with ample firepits and wood fired BBQ's, and a single bush toilet. The river can be reached by following Merrington's Walk on the southern side of the camp site, this walk crosses",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,120713,120714,120715,4/18/2020,-37.761217,146.400156,,,564093-20170623,POINT (146.400156 -37.76121699999999)
REC SITES,4/18/2020,6031,Goonan'S,-37.749024,146.455331,MID,,NONE,Goonans is a stopping point along the Aberfeldy 4WD route along Donnellys Creek in the Aberfeldy/Nambruc State Forest.  You can camp overnight in the recently constructed bush hut or stop for a picnic by the creek.  The closest nearby huts are Jorgensens,,,ERICA,Goonan'S,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/24/2020,12/1/2020,,Y,"Goonans has a cosy tin hut suitable for camping in which was built after the orignal hut was detroyed in the 2013 Aberfeldy-Donnelly's Creek fire. The hut has an open fire place and is ideal for a smaller groups of 6-8 stopping overnight, please expect t",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A nice spot to stop for lunch by Donnellys Creek on the Aberfeldy 4WD route. This site has a picnic table and wood fired BBQ facilities. Please remember to take all rubbish with you when you leave.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,120686,120687,,4/18/2020,-37.749024,146.455331,,,564101-20171002,POINT (146.455331 -37.74902399999996)
REC SITES,4/18/2020,121024,The Walnuts,-36.61515677,147.4260654,BASIC,,NONE,,,,MITTA VALLEY,The Walnuts,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,Y,,CAMPER TRAILER,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122716,122717,122718,4/18/2020,-36.61515677,147.4260654,,,2313717-20190907,POINT (147.426065351 -36.61515677299997)
REC SITES,4/18/2020,121039,Lukes Creek,-37.44826664,145.491471,BASIC,,NONE,,,,TOOLANGI MAIN RD,Lukes Creek,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,122719,122720,122721,4/18/2020,-37.44826664,145.491471,,,2313840-20190909,POINT (145.4914709550001 -37.44826663499998)
REC SITES,4/18/2020,121087,Upper Jamieson Four,-37.26013207,146.4686342,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Four,WU,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122565,122566,122567,4/18/2020,-37.26013207,146.4686342,,,2313794-20190908,POINT (146.468634163 -37.26013207)
REC SITES,4/18/2020,121088,Upper Jamieson Three,-37.25969817,146.4675419,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Three,WCU,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,Y,,SMALL CARAVAN,2,,,0,,,0,Y,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,,1,,,122562,122563,122564,4/18/2020,-37.25969817,146.4675419,,,2313793-20190908,POINT (146.467541934 -37.25969816599996)
REC SITES,4/18/2020,121089,Upper Jamieson Two,-37.25941638,146.4653934,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Two,WCU,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,Y,,SMALL CARAVAN,2,,,0,,,0,Y,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122559,122560,122561,4/18/2020,-37.25941638,146.4653934,,,2313792-20190908,POINT (146.465393411 -37.25941637899996)
REC SITES,4/18/2020,2107,Firth Park,-37.435187,144.409661,MID,,PARTIAL,"Located 88 kilometres from Melbourne. Follow the Calder Highway to the township of Woodend. At Woodend head west along the Daylesford Road for then turn left down James Road just west of Tylden. Follow this, passing through Trentham East then turn left a",,"Firth Park is a campground set within heritage ornamental trees. Firth Park is popular with a range of forest users including caravan travellers, 4WD enthusiasts and mountain bike riders. Facilities include toilets, horse yards and a dam. Andersons Mill",DAYLESFORD,Firth Park,WCE,Ue,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"There is plenty of room for tents, under the historic arboretum with basic facilities of wood-fired BBQ's, toilets and picnic tables provided. There is the nearby Andersons Mill Walk and opportunities to explore the surround forest by four-wheel drive.",2,Y,There is space to park a few small caravans or camper trailers at the western side of the car parking area.,SMALL CARAVAN,5,,,0,Y,"The Firth settlement, surrounded by productive eucalypt forest, was close to a number of sawmills in the late 1800s. Later the area was used as a source of gum leaves for a eucalyptus oil distillery run by the sons of Joseph Firth (a former Nursery Super",4,,,0,,,0,,,0,Y,There is a network of forest roads and tracks through the surrounding forests popular with horse riders. There are horse yards located on-site.,1,,,0,Y,"There are opportunities for picnicking under the historic arboretum with basic picnic facilities of wood-fired BBQ's, toilets and picnic tables provided. The adjacent dam, established for aesthetic and fire protection purposes is fed by a tributary of th",3,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,121301,121302,121303,4/18/2020,-37.435187,144.409661,,,476938-20180719,POINT (144.409661 -37.43518699999998)
REC SITES,4/18/2020,2434,Chinamans Campground,-37.248938,143.199165,MID,,NONE,"Turn off the Western Highway onto Buangor-Ben Nevis Road just past the town of Buangor and continue on for 13km, then turn sharp right onto Mount Cole Road. After 4.5km turn off onto Chinaman Road and continue on for 0.6km to the site.",,"Being on the north western side of the mountain, this area is particularly suitable for winter outings, as temperatures are usually higher and rainfall lower than in other parts of the forest. Chinamans Campground provides a good site for camping or picn",BEAUFORT,Chinamans Campground,WC,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Chinamans Campground is a very spacious camping area able to cater for individuals or larger groups, with ample room for parking. It's drier aspect provides good all year round camping and it a good base from which to explore the many walks and attractio",1,Y,This large open site has plenty of space and ample room for manoeuvring for those with small caravans or camper trailers.,SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"The site is large, grassy and open, with a good choice of of areas to find a spot suitable to your needs. A large picnic shelter with picnic tables and fireplace provides good shelter if the weather turns.",2,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,121287,121286,121288,4/18/2020,-37.248938,143.199165,,,476946-20190712,POINT (143.199165 -37.24893799999995)
